soc_id	var_id	code	category	title	definition	pref_name_for_society	glottocode	Lat	Long	description	name	region	eco_id	eco_code
SCCS114	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Chekiang	wuch1236	31	120.08	Missing data	NA	China	PrecipitationPredictability	0.590632379
SCCS115	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Manchu	manc1252	50	125.5	Missing data	NA	China	PrecipitationPredictability	0.617193659
SCCS116	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Koreans	kore1280	37.6	126.42	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Eastern Asia	PrecipitationPredictability	0.571090278
SCCS117	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Japanese	nucl1643	34.67	133.67	Missing data	NA	Eastern Asia	PrecipitationPredictability	0.656782616
SCCS118	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Ainu	ainu1240	42.83	143	Mild or rare	Mild or rare	Eastern Asia	PrecipitationPredictability	0.702515747
SCCS119	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Nivkh	gily1242	53	142	Mild or rare	Mild or rare	Russian Far East	PrecipitationPredictability	0.636441967
SCCS12	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Ganda	gand1255	0.33	32.5	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	East Tropical Africa	PrecipitationPredictability	0.604572546
SCCS120	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Yukaghir	nort2745	64.75	153.5	Missing data	NA	Russian Far East	PrecipitationPredictability	0.652616472
SCCS121	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Chukchi	chuk1273	66.5	179.6	Missing data	NA	Russian Far East	PrecipitationPredictability	0.623083252
SCCS122	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Deg Xit'an	dege1248	62.5	-159.5	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Subarctic America	PrecipitationPredictability	0.664050635
SCCS123	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Aleut	east2533	55	-162.85	Missing data	NA	Subarctic America	PrecipitationPredictability	0.750429141
SCCS124	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Copper Inuit	copp1244	68.72	-112.53	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Subarctic America	PrecipitationPredictability	0.676987644
SCCS125	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Montagnais	mont1268	50	-74	Missing data	NA	Eastern Canada	PrecipitationPredictability	0.735906007
SCCS126	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Mi'kmaq	mikm1235	46.99	-65	Missing data	NA	Eastern Canada	PrecipitationPredictability	0.708767505
SCCS127	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Northern Saulteaux	alba1270	52	-95.5	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Western Canada	PrecipitationPredictability	0.682821213
SCCS128	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	DeneTha	sout2959	62	-122	Mild or rare	Mild or rare	Subarctic America	PrecipitationPredictability	0.678987419
SCCS129	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Kaska	kask1239	60	-131	Missing data	NA	Subarctic America	PrecipitationPredictability	0.711216025
SCCS13	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Mbuti	bila1255	1.5	28.33	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	West-Central Tropical Africa	PrecipitationPredictability	0.784538547
SCCS130	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Eyak	eyak1241	60.5	-145	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Subarctic America	PrecipitationPredictability	0.667805767
SCCS131	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Haida	nort2938	54	-132.5	Missing data	NA	Western Canada	PrecipitationPredictability	0.709648746
SCCS132	SCCS767	2	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Nuxalk	bell1243	52.33	-126.5	High: Conflict present but not a pervasive aspect of daily life	High: Conflict present, not a pervasive aspect of daily life	Western Canada	PrecipitationPredictability	0.674157665
SCCS133	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Twana	twan1247	47.43	-123.25	Missing data	NA	Northwestern U.S.A.	PrecipitationPredictability	0.649379636
SCCS134	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Yurok	yuro1248	41.5	-124	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Southwestern U.S.A.	PrecipitationPredictability	0.587750387
SCCS135	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Eastern Pomo	east2545	39	-123	Missing data	NA	Southwestern U.S.A.	PrecipitationPredictability	0.488241822
SCCS136	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Southern Valley Yokuts	vall1251	35	-119.5	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Southwestern U.S.A.	PrecipitationPredictability	0.419393038
SCCS137	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Wadadokado	nort1551	43.5	-119	Missing data	NA	Northwestern U.S.A.	PrecipitationPredictability	0.611246464
SCCS138	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Klamath	klam1254	42.63	-121.67	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Northwestern U.S.A.	PrecipitationPredictability	0.582081243
SCCS139	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Kutenai	kute1249	49	-116.67	Missing data	NA	Western Canada	PrecipitationPredictability	0.626850806
SCCS14	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Nkundo	nkun1238	-0.75	19.17	Missing data	NA	West-Central Tropical Africa	PrecipitationPredictability	0.7877248
SCCS140	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Gros Ventre	gros1243	48	-108	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Northwestern U.S.A.	PrecipitationPredictability	0.658103503
SCCS141	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Hidatsa	hida1246	47	-101	Missing data	NA	North-Central U.S.A.	PrecipitationPredictability	0.633481258
SCCS142	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Pawnee	pawn1254	42	-100	Mild or rare	Mild or rare	North-Central U.S.A.	PrecipitationPredictability	0.613605807
SCCS143	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Omaha	omah1248	41.43	-96.5	Missing data	NA	North-Central U.S.A.	PrecipitationPredictability	0.616569554
SCCS144	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Huron	wyan1247	44.5	-79	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Eastern Canada	PrecipitationPredictability	0.706719488
SCCS145	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Muscogee	cree1270	32.93	-86	Missing data	NA	Southeastern U.S.A.	PrecipitationPredictability	0.652124125
SCCS146	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Natchez	natc1249	31.5	-91.42	Missing data	NA	Southeastern U.S.A.	PrecipitationPredictability	0.633149399
SCCS147	SCCS767	2	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Comanche	coma1245	34	-101.5	High: Conflict present but not a pervasive aspect of daily life	High: Conflict present, not a pervasive aspect of daily life	South-Central U.S.A.	PrecipitationPredictability	0.575382605
SCCS148	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Chiricahua	mesc1238	32	-109.5	Mild or rare	Mild or rare	Southwestern U.S.A.	PrecipitationPredictability	0.51981461
SCCS149	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Zuni	zuni1245	35.67	-108.75	Missing data	NA	South-Central U.S.A.	PrecipitationPredictability	0.5558235
SCCS15	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Banen	tune1261	4.67	10.8	Missing data	NA	West-Central Tropical Africa	PrecipitationPredictability	0.745351666
SCCS150	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Havasupai	hava1249	35.83	-112.17	Mild or rare	Mild or rare	Southwestern U.S.A.	PrecipitationPredictability	0.44606464
SCCS151	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Tohono O'odham	toho1246	32	-112	Mild or rare	Mild or rare	Southwestern U.S.A.	PrecipitationPredictability	0.403531842
SCCS152	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Huichol	huic1243	22	-105	Missing data	NA	Mexico	PrecipitationPredictability	0.589552149
SCCS153	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Aztec	clas1250	19	-99.17	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Mexico	PrecipitationPredictability	0.658068088
SCCS154	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Sierra Popoluca	high1276	18.25	-94.83	Missing data	NA	Mexico	PrecipitationPredictability	0.747256961
SCCS155	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	K'iche'	kich1262	15	-91	Missing data	NA	Central America	PrecipitationPredictability	0.676147291
SCCS156	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Miskito	misk1235	15.16	-84.29	Mild or rare	Mild or rare	Central America	PrecipitationPredictability	0.715106202
SCCS157	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Bribri	brib1243	9	-83.25	Missing data	NA	Central America	PrecipitationPredictability	0.737767558
SCCS158	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Guna	sanb1242	9.25	-78.5	Mild or rare	Mild or rare	Central America	PrecipitationPredictability	0.754203495
SCCS159	SCCS767	2	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Wayuu	wayu1243	11.92	-71.75	High: Conflict present but not a pervasive aspect of daily life	High: Conflict present, not a pervasive aspect of daily life	Western South America	PrecipitationPredictability	0.695438965
SCCS16	SCCS767	2	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Tiv	tivv1240	7.25	9	High: Conflict present but not a pervasive aspect of daily life	High: Conflict present, not a pervasive aspect of daily life	West Tropical Africa	PrecipitationPredictability	0.650224499
SCCS160	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Haitians	hait1244	18.83	-72.17	Missing data	NA	Caribbean	PrecipitationPredictability	0.654885925
SCCS161	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Callinago	isla1278	15.41	-61.27	Missing data	NA	Caribbean	PrecipitationPredictability	0.637897047
SCCS162	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Warao	wara1303	9.08	-62	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Northern South America	PrecipitationPredictability	0.776031139
SCCS163	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Yanomami	yano1261	2.42	-65	Missing data	NA	Northern South America	PrecipitationPredictability	0.692074174
SCCS164	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Barama River Carib	mura1272	7.42	-60.17	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Northern South America	PrecipitationPredictability	0.797256885
SCCS165	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Saramaccan	sara1340	3.5	-55.75	Missing data	NA	Northern South America	PrecipitationPredictability	0.726687272
SCCS166	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Munduruku	mund1330	-6.5	-56.5	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Brazil	PrecipitationPredictability	0.731623317
SCCS167	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Cubeo	cube1242	1.25	-70.5	Missing data	NA	Western South America	PrecipitationPredictability	0.816894928
SCCS168	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Chachi	chac1249	1	-79	Mild or rare	Mild or rare	Western South America	PrecipitationPredictability	0.730143807
SCCS169	SCCS767	1	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Shuar	shua1257	-3	-78	Endemic: a reality of daily existence (e.g., physical violence, feuding, bitter factionalism)	Endemic: a reality of daily existence (ex. fueding)	Western South America	PrecipitationPredictability	0.713244058
SCCS17	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Igbo	nucl1417	5.5	7.33	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.705665753
SCCS170	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Amahuaca	amah1246	-10.33	-72.25	Missing data	NA	Western South America	PrecipitationPredictability	0.726753273
SCCS171	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Inca	cusc1236	-13.5	-72	Missing data	NA	Western South America	PrecipitationPredictability	0.820655606
SCCS172	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Aymara	cent2142	-16	-65.75	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Western South America	PrecipitationPredictability	0.658866592
SCCS173	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Sirionó	siri1273	-14.5	-63.5	Missing data	NA	Western South America	PrecipitationPredictability	0.627940061
SCCS174	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Nambikwara	sout2994	-13	-58.75	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Brazil	PrecipitationPredictability	0.622984362
SCCS175	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Trumai	trum1247	-11.83	-53.67	Missing data	NA	Brazil	PrecipitationPredictability	0.616533436
SCCS176	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Canela	cane1242	-6.5	-46	Mild or rare	Mild or rare	Brazil	PrecipitationPredictability	0.642582099
SCCS177	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Tupinambá	tupi1273	-22.79	-44.5	Missing data	NA	Brazil	PrecipitationPredictability	0.650196306
SCCS178	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Aimoré	kren1239	-19	-42.5	Missing data	NA	Brazil	PrecipitationPredictability	0.63552174
SCCS179	SCCS767	1	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Shavante	xava1240	-13.5	-51.5	Endemic: a reality of daily existence (e.g., physical violence, feuding, bitter factionalism)	Endemic: a reality of daily existence (ex. fueding)	Brazil	PrecipitationPredictability	0.585009656
SCCS18	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Fon	fonn1241	7.2	1.91	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	West Tropical Africa	PrecipitationPredictability	0.672336889
SCCS180	SCCS767	4	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Aweikoma	xokl1240	-28	-50	Mild or rare	Mild or rare	Brazil	PrecipitationPredictability	0.684641439
SCCS181	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Cayua	mbya1239	-23.5	-55	Missing data	NA	Brazil	PrecipitationPredictability	0.617101167
SCCS182	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Lengua	nort2971	-23	-58.5	Missing data	NA	Southern South America	PrecipitationPredictability	0.608324256
SCCS183	SCCS767	2	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Abipón	abip1241	-28	-59.5	High: Conflict present but not a pervasive aspect of daily life	High: Conflict present, not a pervasive aspect of daily life	Southern South America	PrecipitationPredictability	0.618586444
SCCS184	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Mapuche	mapu1245	-38.5	-72.58	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Southern South America	PrecipitationPredictability	0.614944272
SCCS185	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Tehuelche	tehu1242	-40.5	-68	Missing data	NA	Southern South America	PrecipitationPredictability	0.61734263
SCCS186	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Yahgan	yama1264	-55.5	-69.5	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Southern South America	PrecipitationPredictability	0.817754903
SCCS19	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Ashanti	asan1239	7	-1.5	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.696104421
SCCS2	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	!Kung	juho1239	-19.83	20.58	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	Southern Africa	PrecipitationPredictability	0.476176944
SCCS20	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Mende	mend1266	7.83	-12	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	West Tropical Africa	PrecipitationPredictability	0.697608287
SCCS21	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Wolof	nucl1347	13.75	-15.33	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.550238113
SCCS22	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Bambara	bamb1269	12.5	-7	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	West Tropical Africa	PrecipitationPredictability	0.645309212
SCCS23	SCCS767	3	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Tallensi	taln1239	10.66	-0.57	Moderate: Disagreements and differences do not result in high violence or severe disruption	Moderate: Disagreements do not result in high violence	West Tropical Africa	PrecipitationPredictability	0.634377422
SCCS24	SCCS767	NA	Politics	(No) Conflict (Social or Political) in the Local Community	Ross, M. H. (1983). Political decision making and conflict: Additional cross-cultural codes and scales. Ethnology, 22(2), 169-192.	Songhai	koyr1242	16.58	-1.67	Missing data	NA	West Tropical Africa	PrecipitationPredictability	0.579141479
